Transcript	Tax_Annotation	Max_Annotation	Description	PFAM	KO_All	KO_sig	Pathway_all	Pathway_sig	GO_BP	GO_sig	Figure_term	
lpl2_a_DN7485_c0_g1_i2	COG3969@1|root,COG3969@2|Bacteria,1NBDM@1224|Proteobacteria,1RYRP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	phosphoadenosine phosphosulfate	DUF3440,PAPS_reduct	-		-		-			
lpl2_a_DN75_c0_g1_i3	COG2813@1|root,COG2813@2|Bacteria,1MXE9@1224|Proteobacteria,1RQCH@1236|Gammaproteobacteria,3X1QS@547|Enterobacter	1236|Gammaproteobacteria	Specifically methylates the guanine in position 1207 of 16S rRNA in the 30S particle	MTS,MTS_N	ko:K00564		-		GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0008990,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0052914,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	cellular process,	Nucleotide Metabolism	
lpl2_a_DN774_c0_g1_i1	COG0158@1|root,COG0158@2|Bacteria,1MW0E@1224|Proteobacteria,1RNFF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1	FBPase	ko:K03841		ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko04152,ko04910,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map04152,map04910		GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005985,GO:0005986,GO:0005996,GO:0006000,GO:0006002,GO:0006006,GO:0006094,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009058,GO:0009311,GO:0009312,GO:0009987,GO:0016043,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0019318,GO:0019319,GO:0019637,GO:0022607,GO:0030388,GO:0034637,GO:0042132,GO:0042578,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0046364,GO:0050308,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0071704,GO:0071840,GO:1901135,GO:1901576	organophosphate metabolic process,cellular process,fructose metabolic process,carbohydrate derivative metabolic proces...,	Carbohydrate Metabolism	
lpl2_a_DN7_c0_g1_i3	2DX7X@1|root,32V2Y@2|Bacteria,1VB4V@1239|Firmicutes,254MP@186801|Clostridia,3Y083@572511|Blautia	186801|Clostridia	COG NOG38524 non supervised orthologous group	-	-		-		-			
lpl2_a_DN8135_c0_g1_i1	COG2304@1|root,COG4932@1|root,COG2304@2|Bacteria,COG4932@2|Bacteria,1V87P@1239|Firmicutes,4HA8Y@91061|Bacilli,27H2E@186828|Carnobacteriaceae	91061|Bacilli	von Willebrand factor (vWF) type A domain	Cna_B,VWA,VWA_2	-		-		-			
lpl2_a_DN827_c0_g1_i2	COG0544@1|root,COG0544@2|Bacteria,1MUJP@1224|Proteobacteria,1RNZE@1236|Gammaproteobacteria,3X0MF@547|Enterobacter	1236|Gammaproteobacteria	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase	FKBP_C,Trigger_C,Trigger_N	ko:K03545		-		GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0006464,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0042802,GO:0043021,GO:0043022,GO:0043170,GO:0043335,GO:0043412,GO:0044183,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0050896,GO:0051083,GO:0061077,GO:0071704,GO:0140096,GO:1901564	cellular process,protein metabolic process,	Protein Metabolism	
lpl2_a_DN82_c0_g1_i3	COG0240@1|root,COG0240@2|Bacteria,1MUU3@1224|Proteobacteria,1RPQ7@1236|Gammaproteobacteria,3X1PR@547|Enterobacter	1236|Gammaproteobacteria	Glycerol-3-phosphate dehydrogenase	NAD_Gly3P_dh_C,NAD_Gly3P_dh_N	ko:K00057		ko00564,ko01110,map00564,map01110		GO:0003674,GO:0003824,GO:0004367,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006072,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0045017,GO:0046474,GO:0046486,GO:0047952,GO:0052646,GO:0055114,GO:0071704,GO:0090407,GO:1901135,GO:1901576	organophosphate metabolic process,cellular process,carbohydrate derivative metabolic proces...,	Carbohydrate Metabolism	
lpl2_a_DN839_c0_g1_i1	COG0480@1|root,COG0480@2|Bacteria,1TPF9@1239|Firmicutes,4HAB8@91061|Bacilli,4AZ9U@81852|Enterococcaceae	91061|Bacilli	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome	EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2	ko:K02355		-		-		Translation	
lpl2_a_DN85_c0_g2_i1	COG0504@1|root,COG0504@2|Bacteria,1MUIT@1224|Proteobacteria,1RM92@1236|Gammaproteobacteria,3X1TA@547|Enterobacter	1236|Gammaproteobacteria	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates	CTP_synth_N,GATase	ko:K01937		ko00240,ko01100,map00240,map01100		GO:0003674,GO:0003824,GO:0003883,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006213,GO:0006220,GO:0006221,GO:0006241,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009208,GO:0009209,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046036,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	organophosphate metabolic process,cellular process,nucleobase-containing small molecule met...,ribonucleotide metabolic process,ribonucleoside triphosphate metabolic pr...,carbohydrate derivative metabolic proces...,nucleobase-containing small molecule bio...,nucleotide metabolic process,	Nucleotide Metabolism	
lpl2_a_DN878_c0_g2_i2	COG2896@1|root,COG2896@2|Bacteria,1MW3W@1224|Proteobacteria,1RR68@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate	Fer4_12,Mob_synth_C,Radical_SAM	ko:K03639		ko00790,ko01100,ko04122,map00790,map01100,map04122		GO:0003674,GO:0003824,GO:0006732,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0016829,GO:0016830,GO:0018130,GO:0019538,GO:0019637,GO:0019720,GO:0043170,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0046483,GO:0050896,GO:0051186,GO:0051188,GO:0051189,GO:0061798,GO:0071704,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	organophosphate metabolic process,cellular process,protein metabolic process,	Protein Metabolism	
lpl2_a_DN87_c0_g1_i2	COG3073@1|root,COG3073@2|Bacteria,1R4U0@1224|Proteobacteria,1RN98@1236|Gammaproteobacteria	1236|Gammaproteobacteria	An anti-sigma factor for extracytoplasmic function (ECF) sigma factor sigma-E (RpoE). ECF sigma factors are held in an inactive form by an anti-sigma factor until released by regulated intramembrane proteolysis (RIP). RIP occurs when an extracytoplasmic signal triggers a concerted proteolytic cascade to transmit information and elicit cellular responses. The membrane-spanning regulatory substrate protein is first cut periplasmically (site-1 protease, S1P, DegS), then within the membrane itself (site-2 protease, S2P, RseP), while cytoplasmic proteases finish degrading the anti-sigma factor, liberating sigma-E	RseA_C,RseA_N	ko:K03597		-		GO:0000988,GO:0000989,GO:0003674,GO:0008150,GO:0009889,GO:0010556,GO:0016989,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2001141			
lpl2_a_DN884_c0_g1_i1	COG0350@1|root,COG2169@1|root,COG0350@2|Bacteria,COG2169@2|Bacteria,1N2YQ@1224|Proteobacteria,1RPR3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated	Ada_Zn_binding,DNA_binding_1,HTH_18,HTH_AraC,Methyltransf_1N	ko:K00567,ko:K10778		-		GO:0001130,GO:0003674,GO:0003700,GO:0003824,GO:0003908,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006304,GO:0006307,GO:0006355,GO:0006464,GO:0006479,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0008213,GO:0008270,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016740,GO:0016741,GO:0018125,GO:0018193,GO:0018198,GO:0019219,GO:0019222,GO:0019538,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032259,GO:0033554,GO:0034641,GO:0035510,GO:0036211,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044728,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046483,GO:0046872,GO:0046914,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0070988,GO:0071704,GO:0080090,GO:0080111,GO:0090304,GO:0140110,GO:1901360,GO:1901564,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141	cellular process,protein metabolic process,	Protein Metabolism	
lpl2_a_DN887_c0_g1_i3	COG1080@1|root,COG1080@2|Bacteria,1MUT8@1224|Proteobacteria,1RN6R@1236|Gammaproteobacteria,3X15C@547|Enterobacter	1236|Gammaproteobacteria	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C	ko:K08483		ko02060,map02060		GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006810,GO:0008150,GO:0008643,GO:0008965,GO:0009401,GO:0016740,GO:0016772,GO:0016775,GO:0019197,GO:0032991,GO:0042802,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0051179,GO:0051234,GO:0071702	carbohydrate transport,	Carbohydrate Transport	
lpl2_a_DN896_c0_g1_i2	COG0372@1|root,COG0372@2|Bacteria,1MUKX@1224|Proteobacteria,1RNDK@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Belongs to the citrate synthase family	Citrate_synt	ko:K01647		ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230		GO:0003674,GO:0003824,GO:0004108,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016740,GO:0016746,GO:0016999,GO:0017144,GO:0019752,GO:0036440,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0046912,GO:0055114,GO:0071704,GO:0072350	energy derivation by oxidation of organi...,generation of precursor metabolites and ...,cellular respiration,cellular process,	Cellular Respiration	
lpl2_a_DN93_c0_g1_i2	COG3715@1|root,COG3716@1|root,COG3715@2|Bacteria,COG3716@2|Bacteria,1TQA3@1239|Firmicutes,4H25C@909932|Negativicutes	909932|Negativicutes	PTS system mannose/fructose/sorbose family IID component	EIID-AGA	ko:K02796		ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060		-		Carbohydrate Transport	
lpl2_a_DN95_c0_g1_i4	COG0726@1|root,COG0726@2|Bacteria,1N8Q4@1224|Proteobacteria,1RQ0R@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Catalyzes the deformylation of 4-deoxy-4-formamido-L- arabinose-phosphoundecaprenol to 4-amino-4-deoxy-L-arabinose- phosphoundecaprenol. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides	Polysacc_deac_1	ko:K13014		ko00520,ko01503,map00520,map01503		GO:0005575,GO:0008150,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0042221,GO:0050896		Carbohydrate Metabolism	
lpl2_a_DN96_c0_g1_i10	COG0280@1|root,COG0857@1|root,COG0280@2|Bacteria,COG0857@2|Bacteria,1QTS5@1224|Proteobacteria,1RMJS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	belongs to the CobB CobQ family	AAA_26,DRTGG,PTA_PTB	ko:K13788		ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200		GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006083,GO:0006084,GO:0006085,GO:0006091,GO:0006113,GO:0006139,GO:0006163,GO:0006164,GO:0006520,GO:0006566,GO:0006567,GO:0006629,GO:0006631,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008959,GO:0009056,GO:0009058,GO:0009063,GO:0009066,GO:0009068,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015980,GO:0016053,GO:0016054,GO:0016407,GO:0016740,GO:0016746,GO:0016747,GO:0016999,GO:0017000,GO:0017001,GO:0017144,GO:0018130,GO:0019413,GO:0019427,GO:0019438,GO:0019541,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0035383,GO:0035384,GO:0042737,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044255,GO:0044271,GO:0044272,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045733,GO:0046390,GO:0046394,GO:0046395,GO:0046459,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0070689,GO:0071616,GO:0071704,GO:0072329,GO:0072330,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606	energy derivation by oxidation of organi...,generation of precursor metabolites and ...,organophosphate metabolic process,cellular process,acetate catabolic process,nucleobase-containing small molecule met...,ribonucleotide metabolic process,purine-containing compound metabolic pro...,purine ribonucleotide metabolic process,carbohydrate derivative metabolic proces...,nucleotide metabolic process,purine nucleotide metabolic process,	Nucleotide Metabolism	
lpl2_a_DN97_c0_g1_i4	COG0058@1|root,COG0058@2|Bacteria,1MW4J@1224|Proteobacteria,1RN8P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties	Phosphorylase	ko:K00688	glycogen phosphorylase [EC:2.4.1.1],	ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931		GO:0000272,GO:0003674,GO:0003824,GO:0004645,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0005977,GO:0005980,GO:0006073,GO:0006091,GO:0006112,GO:0008144,GO:0008150,GO:0008152,GO:0008184,GO:0009056,GO:0009057,GO:0009251,GO:0009987,GO:0015980,GO:0016052,GO:0016740,GO:0016757,GO:0016758,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044247,GO:0044248,GO:0044260,GO:0044262,GO:0044264,GO:0044275,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0055114,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901575	energy derivation by oxidation of organi...,generation of precursor metabolites and ...,glycogen catabolic process,glycogen metabolic process,energy reserve metabolic process,cellular process,cellular polysaccharide catabolic proces...,polysaccharide catabolic process,glucan catabolic process,	Carbohydrate Metabolism	
lpl2_a_DN97_c0_g1_i5	COG0297@1|root,COG0297@2|Bacteria,1MUGM@1224|Proteobacteria,1RNMP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Synthesizes alpha-1,4-glucan chains using ADP-glucose	Glyco_transf_5,Glycos_transf_1	ko:K00703		ko00500,ko01100,ko01110,ko02026,map00500,map01100,map01110,map02026		GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0006073,GO:0006091,GO:0006112,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009011,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0015980,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033554,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046527,GO:0050896,GO:0051716,GO:0055114,GO:0071704,GO:1901576	energy derivation by oxidation of organi...,generation of precursor metabolites and ...,glycogen metabolic process,energy reserve metabolic process,cellular process,	Carbohydrate Metabolism	
lpl2_a_DN99_c0_g2_i2	COG3261@1|root,COG3262@1|root,COG3261@2|Bacteria,COG3262@2|Bacteria,1QUBF@1224|Proteobacteria,1RSJ4@1236|Gammaproteobacteria,3X1UC@547|Enterobacter	1236|Gammaproteobacteria	NADH dehydrogenase (ubiquinone), 30 kDa subunit	Complex1_30kDa,Complex1_49kDa,NiFeSe_Hases	ko:K12142,ko:K14090,ko:K15830		-		GO:0003674,GO:0005488,GO:0016151,GO:0043167,GO:0043169,GO:0046872,GO:0046914			
lpl2_a_DN9_c0_g1_i1	COG1929@1|root,COG1929@2|Bacteria,1MVG9@1224|Proteobacteria,1RMC6@1236|Gammaproteobacteria,3X1E3@547|Enterobacter	1236|Gammaproteobacteria	Belongs to the glycerate kinase type-1 family	Gly_kinase	ko:K00865		ko00260,ko00561,ko00630,ko01100,ko01120,ko01130,map00260,map00561,map00630,map01100,map01120,map01130		GO:0003674,GO:0003824,GO:0005975,GO:0006082,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016301,GO:0016310,GO:0016491,GO:0016661,GO:0016662,GO:0016740,GO:0016772,GO:0017144,GO:0019392,GO:0019394,GO:0019577,GO:0019579,GO:0019580,GO:0019752,GO:0042737,GO:0042836,GO:0042838,GO:0043436,GO:0043648,GO:0043649,GO:0043798,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046392,GO:0046395,GO:0055114,GO:0071704,GO:1901575	cellular process,galactarate metabolic process,galactarate catabolic process,	Carbohydrate Metabolism	
lpl2_b_DN0_c0_g1_i5	2CZQV@1|root,2SBAE@2759|Eukaryota	2759|Eukaryota	-	-	-		-		-			
lpl2_b_DN10776_c0_g1_i1	COG0162@1|root,COG0162@2|Bacteria,1TPGN@1239|Firmicutes,4H9YV@91061|Bacilli,4B0DD@81852|Enterococcaceae	91061|Bacilli	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	S4,tRNA-synt_1b	ko:K01866		ko00970,map00970		GO:0003674,GO:0003824,GO:0004812,GO:0004831,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016874,GO:0016875,GO:0019752,GO:0034641,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564	cellular process,	Translation	
lpl2_b_DN11_c0_g2_i4	arCOG05874@1|root,2ZJ01@2|Bacteria,1V450@1239|Firmicutes,4HFPA@91061|Bacilli,4GZG2@90964|Staphylococcaceae	91061|Bacilli	-	-	-		-		-			
lpl2_b_DN125_c0_g1_i1	2ED08@1|root,336X7@2|Bacteria,1VI3E@1239|Firmicutes,24TJC@186801|Clostridia,3Y1X1@572511|Blautia	186801|Clostridia	COG NOG20805 non supervised orthologous group	-	-		-		-			
lpl2_b_DN12_c0_g1_i30	KOG1721@1|root,KOG1721@2759|Eukaryota,39PP8@33154|Opisthokonta	33154|Opisthokonta	DNA binding	-	-		-		-			
lpl2_b_DN12_c3_g2_i1	2D0M6@1|root,2SENP@2759|Eukaryota,38QEU@33154|Opisthokonta,3PS8N@4751|Fungi,3RBQA@4890|Ascomycota,205EB@147541|Dothideomycetes,3MNVI@451867|Dothideomycetidae	4751|Fungi	-	-	-		-		-			
lpl2_b_DN12_c47_g1_i1	2CUCX@1|root,2RKS6@2759|Eukaryota,38QET@33154|Opisthokonta,3PS8M@4751|Fungi,3R19A@4890|Ascomycota	4751|Fungi	-	-	-		-		-			
lpl2_b_DN134_c1_g1_i8	2DPDN@1|root,331NP@2|Bacteria,1VFF8@1239|Firmicutes,24S9D@186801|Clostridia,36VF0@31979|Clostridiaceae	186801|Clostridia	ORF located using Blastx	-	-		-		-			
lpl2_b_DN26_c0_g1_i1	2ED6K@1|root,3373A@2|Bacteria,1VI2S@1239|Firmicutes	1239|Firmicutes	the current gene model (or a revised gene model) may contain one or more premature stops and or frameshifts	-	-		-		-			
